Number of Stars,Number of Planets,Number of Moons,Circumbinary Flag,Discovery Year,Detected by Radial Velocity Variations,Detected by Pulsar Timing Variations,Detected by Pulsation Timing Variations,Detected by Transits,Detected by Astrometric Variations,Detected by Orbital Brightness Modulations,Detected by Microlensing,Detected by Eclipse Timing Variations,Detected by Imaging,Detected by Disk Kinematics,Controversial Flag,Galactic Latitude [deg],Galactic Longitude [deg],Ecliptic Latitude [deg],Ecliptic Longitude [deg],Number of Photometry Time Series,Number of Radial Velocity Time Series,Number of Stellar Spectra Measurements,Number of Emission Spectroscopy Measurements,Number of Transmission Spectroscopy Measurements
1,2,0,0,2001,1,0,0,0,0,0,0,0,0,0,0,-36.93078,205.59383,-31.79748,62.66114,1,3,0,0,0
1,2,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,-36.93078,205.59383,-31.79748,62.66114,1,3,0,0,0
1,1,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,-32.58617,196.23222,-23.12824,64.53725,0,0,0,0,0
2,1,0,0,2010,1,0,0,0,0,0,0,0,0,0,0,-43.59053,258.28249,-70.07145,41.33641,1,0,0,0,0
1,1,0,0,2013,1,0,0,0,0,0,0,0,0,0,0,-26.33885,177.11309,-5.46871,62.71154,1,0,0,0,0
1,1,0,0,2008,1,0,0,0,0,0,0,0,0,0,0,-17.42723,180.02116,-3.27614,71.78676,1,5,2,0,0
1,1,0,0,2011,1,0,0,0,0,0,0,0,0,0,0,-28.19798,190.82146,-17.10219,66.85145,1,0,1,0,0
1,1,0,0,2017,1,0,0,0,1,0,0,0,0,0,0,9.07206,147.39342,38.13295,77.38659,1,0,0,0,0
1,1,0,0,2009,1,0,0,0,0,0,0,0,0,0,0,-20.58136,204.61308,-25.39542,79.85842,1,0,0,0,0
1,1,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,-39.47193,273.73658,-80.09842,11.9904,0,0,0,0,0
1,1,0,0,2013,1,0,0,0,0,0,0,0,0,0,0,-7.88298,120.28313,45.85606,35.2028,1,1,0,0,0
1,1,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,-40.50413,235.69993,-55.40523,60.82987,0,0,0,0,0
1,2,0,0,2002,1,0,0,0,0,0,0,0,0,0,0,-39.73385,267.36972,-77.63439,34.25852,1,2,0,0,0
1,2,0,0,2016,1,0,0,0,0,0,0,0,0,0,0,-39.73385,267.36972,-77.63439,34.25852,1,2,0,0,0
1,1,0,0,2009,1,0,0,0,1,0,0,0,0,0,0,-29.82337,203.39812,-27.87259,69.81444,1,1,0,0,0
1,1,0,0,2014,1,0,0,0,0,0,0,0,0,0,0,-38.10438,229.05935,-50.31703,64.98329,1,0,0,0,0
2,1,0,0,2011,1,0,0,0,0,0,0,0,0,0,0,-36.65384,224.27222,-46.40833,66.6954,1,0,1,0,0
1,1,0,0,2010,1,0,0,0,0,0,0,0,0,0,0,-19.04397,187.3925,-10.1748,73.80873,1,1,2,0,0
1,3,0,0,2019,1,0,0,0,0,0,0,0,0,0,0,-35.15345,223.38845,-45.49771,68.69596,1,0,0,0,0
1,3,0,0,2019,1,0,0,0,0,0,0,0,0,0,0,-35.15345,223.38845,-45.49771,68.69596,1,0,0,0,0
1,3,0,0,2019,1,0,0,0,0,0,0,0,0,0,0,-35.15345,223.38845,-45.49771,68.69596,1,0,0,0,0
1,4,0,0,2016,1,0,0,1,0,0,0,0,0,0,0,-58.2406,115.11108,0.56228,9.74901,1,0,0,0,0
1,4,0,0,2016,1,0,0,1,0,0,0,0,0,0,0,-58.2406,115.11108,0.56228,9.74901,1,0,0,0,0
1,4,0,0,2017,1,0,0,0,0,0,0,0,0,0,0,-58.2406,115.11108,0.56228,9.74901,1,0,0,0,0
1,4,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,-58.2406,115.11108,0.56228,9.74901,1,0,0,0,0
1,1,0,0,2009,1,0,0,0,0,0,0,0,0,0,0,17.12156,142.12315,46.4763,83.67037,1,1,0,0,0
1,1,0,0,2015,1,0,0,0,1,0,0,0,0,0,0,-8.39006,177.53178,3.41418,78.32754,1,0,2,0,0
1,1,0,0,2004,1,0,0,0,0,0,0,0,0,0,0,3.37645,329.80573,-29.13587,246.62664,1,1,0,0,0
1,1,0,0,2021,1,0,0,0,0,0,0,0,0,0,0,4.16881,66.66394,51.96906,306.64729,0,0,0,0,0
1,3,0,0,2011,1,0,0,0,0,0,0,0,0,0,0,-29.22647,214.33741,-36.70415,74.07608,1,0,2,0,0
1,3,0,0,2018,1,0,0,0,0,0,0,0,0,0,0,-29.22647,214.33741,-36.70415,74.07608,1,0,2,0,0
1,3,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,-29.22647,214.33741,-36.70415,74.07608,1,0,2,0,0
1,1,0,0,2020,1,0,0,1,0,0,0,0,0,0,0,-2.65449,73.36636,50.77832,321.86993,0,0,0,0,0
2,1,0,0,2006,1,0,0,0,0,0,0,0,0,0,0,-33.50524,228.49712,-49.42915,72.02379,1,1,2,0,0
1,1,0,0,2005,1,0,0,0,0,0,0,0,0,0,0,22.64801,133.73361,55.89359,86.89289,1,0,0,0,0
1,2,0,0,2015,1,0,0,0,0,0,0,0,0,0,0,-28.49413,215.89677,-37.79406,75.46,1,0,1,0,0
1,2,0,0,2015,1,0,0,0,0,0,0,0,0,0,0,-28.49413,215.89677,-37.79406,75.46,1,0,1,0,0
1,6,0,0,2009,1,0,0,0,0,0,0,0,0,0,0,-17.02221,195.0388,-15.68709,79.09797,1,0,3,0,0
1,6,0,0,2017,1,0,0,0,0,0,0,0,0,0,0,-17.02221,195.0388,-15.68709,79.09797,1,0,3,0,0
1,6,0,0,2017,1,0,0,0,0,0,0,0,0,0,0,-17.02221,195.0388,-15.68709,79.09797,1,0,3,0,0
1,6,0,0,2017,1,0,0,0,0,0,0,0,0,0,0,-17.02221,195.0388,-15.68709,79.09797,1,0,3,0,0
1,6,0,0,2017,1,0,0,0,0,0,0,0,0,0,0,-17.02221,195.0388,-15.68709,79.09797,1,0,3,0,0
1,6,0,0,2017,1,0,0,0,0,0,0,0,0,0,0,-17.02221,195.0388,-15.68709,79.09797,1,0,3,0,0
1,1,0,0,2016,1,0,0,0,0,0,0,0,0,0,0,16.21302,148.03067,40.97966,85.92482,1,0,0,0,0
1,1,0,0,2021,1,0,0,0,0,0,0,0,0,0,0,-69.04549,91.79265,-8.91468,358.36271,0,0,0,0,0
1,1,0,0,2023,1,0,0,0,0,0,0,0,0,0,0,21.70555,138.25643,51.64175,87.89078,0,0,0,0,0
1,1,0,0,2003,1,0,0,0,0,0,0,0,0,0,0,-41.53458,119.16987,15.61455,17.54187,1,11,5,0,0
1,3,0,0,2002,1,0,0,0,0,0,0,0,0,0,0,-5.97486,185.96381,-2.60331,84.62714,1,3,2,0,0
1,3,0,0,2002,1,0,0,0,0,0,0,0,0,0,0,-5.97486,185.96381,-2.60331,84.62714,1,3,2,0,0
1,3,0,0,2005,1,0,0,0,0,0,0,0,0,0,0,-5.97486,185.96381,-2.60331,84.62714,1,3,2,0,0
1,2,0,0,2004,1,0,0,0,0,0,0,0,0,0,0,-12.89566,199.1055,-17.28969,84.79982,1,4,1,0,0
1,2,0,0,2012,1,0,0,0,0,0,0,0,0,0,0,-12.89566,199.1055,-17.28969,84.79982,1,4,1,0,0
1,1,0,0,2021,1,0,0,0,0,0,0,0,0,0,0,-22.64223,120.73677,32.55787,26.86519,1,0,6,0,0
1,1,0,0,2010,1,0,0,0,0,0,0,0,0,0,0,-31.15296,284.8222,-82.60736,282.6001,1,0,0,0,0
2,2,0,0,2000,1,0,0,0,0,0,0,0,0,0,0,-13.83753,204.31771,-22.2295,86.37231,1,11,2,0,0
2,2,0,0,2000,1,0,0,0,0,0,0,0,0,0,0,-13.83753,204.31771,-22.2295,86.37231,1,11,2,0,0
1,1,0,0,2009,1,0,0,0,0,0,0,0,0,0,0,-17.86346,213.26791,-31.73087,86.50512,1,2,1,0,0
1,3,0,0,2001,1,0,0,0,0,0,0,0,0,0,0,-29.77608,292.50808,-76.01862,273.90137,1,2,1,0,0
1,3,0,0,2021,1,0,0,0,0,0,0,0,0,0,0,-31.0579,280.60948,-86.14976,289.97279,1,0,0,0,0
1,3,0,0,2021,1,0,0,0,0,0,0,0,0,0,0,-31.0579,280.60948,-86.14976,289.97279,1,0,0,0,0
1,3,0,0,2021,1,0,0,0,0,0,0,0,0,0,0,-31.0579,280.60948,-86.14976,289.97279,1,0,0,0,0
1,1,0,0,2019,1,0,0,0,0,0,0,0,0,0,0,-21.08506,224.96554,-43.13527,88.22738,1,0,0,0,0
1,5,0,0,2009,1,0,0,0,0,0,0,0,0,0,0,-30.34064,268.81455,-83.4296,83.51224,1,1,1,0,0
1,5,0,0,2009,1,0,0,0,0,0,0,0,0,0,0,-30.34064,268.81455,-83.4296,83.51224,1,1,1,0,0
1,5,0,0,2009,1,0,0,0,0,0,0,0,0,0,0,-30.34064,268.81455,-83.4296,83.51224,1,1,1,0,0
1,5,0,0,2013,1,0,0,0,0,0,0,0,0,0,0,-30.34064,268.81455,-83.4296,83.51224,1,1,1,0,0
1,5,0,0,2013,1,0,0,0,0,0,0,0,0,0,1,-30.34064,268.81455,-83.4296,83.51224,1,1,1,0,0
1,1,0,0,2017,1,0,0,0,0,0,0,0,0,0,0,19.30989,150.61272,40.02019,90.97029,1,0,0,0,0
3,1,0,0,2002,1,0,0,0,0,0,0,0,0,0,0,10.87165,168.49578,20.82387,90.86225,1,6,2,0,0
2,2,0,0,2004,1,0,0,0,0,0,0,0,0,0,0,-28.19633,255.48818,-71.67869,89.90807,1,3,0,0,0
2,2,0,0,2003,1,0,0,0,0,0,0,0,0,0,0,-28.19634,255.48817,-71.67868,89.90806,0,3,0,0,0
3,1,0,0,2007,1,0,0,0,0,0,0,0,0,0,0,-79.00849,311.46398,-38.56551,351.96317,1,0,1,0,0
1,1,0,0,2017,1,0,0,0,0,0,0,0,0,0,0,7.07762,178.06148,10.71295,92.09359,1,0,0,0,0
1,2,0,0,2001,1,0,0,0,0,0,0,0,0,0,0,-42.3953,120.79104,14.37803,18.38597,1,2,2,0,0
1,2,0,0,2014,1,0,0,0,0,0,0,0,0,0,0,-42.3953,120.79104,14.37803,18.38597,1,2,2,0,0
1,1,0,0,2001,1,0,0,0,0,0,0,0,0,0,0,-88.32478,54.00797,-28.56768,358.73769,1,2,2,0,0
1,1,0,0,2016,1,0,0,0,0,0,0,0,0,0,0,-5.59129,202.35935,-16.62487,93.11241,1,0,5,0,0
1,1,0,0,2005,1,0,0,0,0,0,0,0,0,0,0,-51.46078,304.05288,-60.18547,324.43849,1,2,1,0,0
1,1,0,0,2009,1,0,0,0,0,0,0,0,0,0,0,-54.99882,120.44208,2.70659,13.56143,1,1,1,0,0
1,2,0,0,2010,1,0,0,0,0,0,0,0,0,0,0,-20.73806,236.81489,-53.27829,94.92792,1,0,0,0,0
1,2,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,-20.73806,236.81489,-53.27829,94.92792,1,0,0,0,0
3,1,0,0,2007,1,0,0,0,0,0,0,0,0,0,0,11.93271,172.64968,17.71854,93.87078,1,2,1,0,0
1,1,0,0,2010,1,0,0,0,0,0,0,0,0,0,0,-11.74314,219.07812,-34.05896,96.00033,1,0,0,0,0
1,2,0,0,2019,1,0,0,0,0,0,0,0,0,0,0,-18.07374,236.62565,-52.03071,98.82469,1,0,8,0,0
1,2,0,0,2019,1,0,0,0,0,0,0,0,0,0,0,-18.07374,236.62565,-52.03071,98.82469,1,0,8,0,0
1,1,0,0,2004,1,0,0,0,0,0,0,0,0,0,0,12.61321,175.38806,15.66814,95.80124,1,4,2,0,0
1,2,0,0,2008,1,0,0,0,0,0,0,0,0,0,0,-18.86685,239.35512,-54.70938,99.48273,1,1,0,0,0
1,2,0,0,2008,1,0,0,0,0,0,0,0,0,0,0,-18.86685,239.35512,-54.70938,99.48273,1,1,0,0,0
1,1,0,0,2008,1,0,0,0,0,0,0,0,0,0,0,0.11002,200.68451,-12.31964,97.34253,1,3,0,0,0
1,1,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,-74.61855,335.19521,-36.76412,343.56554,0,0,0,0,0
2,1,0,0,2000,1,0,0,0,0,0,0,0,0,0,0,-1.54562,205.99222,-17.72694,98.68022,1,2,2,0,0
1,2,0,0,2008,1,0,0,0,0,0,0,0,0,0,0,-15.30712,236.50396,-50.6656,102.68291,1,1,2,0,0
1,2,0,0,2008,1,0,0,0,0,0,0,0,0,0,0,-15.30712,236.50396,-50.6656,102.68291,1,1,2,0,0
2,2,0,0,2012,1,0,0,0,0,0,0,0,0,0,0,-86.96771,113.38302,-26.90792,1.01308,1,1,0,0,0
2,2,0,0,2012,1,0,0,0,0,0,0,0,0,0,0,-86.96771,113.38302,-26.90792,1.01308,1,1,0,0,0
1,2,0,0,2016,1,0,0,0,0,0,0,0,0,0,0,-8.88729,223.03598,-36.05364,101.37341,1,0,0,0,0
1,2,0,0,2016,1,0,0,0,0,0,0,0,0,0,0,-8.88729,223.03598,-36.05364,101.37341,1,0,0,0,0
1,1,0,0,2002,1,0,0,0,0,0,0,0,0,0,0,-16.77741,241.18153,-55.31691,104.10825,1,1,0,0,0
1,1,0,0,2021,1,0,0,0,0,0,0,0,0,0,0,-56.46186,122.13453,0.99654,13.91381,1,0,0,0,0
1,1,0,0,2008,1,0,0,0,0,0,0,0,0,0,0,-21.78048,257.52693,-71.25313,110.97645,1,2,0,0,0
1,1,0,0,2018,1,0,0,0,0,0,0,0,0,0,0,-75.7992,122.60131,-16.91762,6.52762,1,0,1,0,0
1,1,0,0,2002,1,0,0,0,0,0,0,0,0,0,0,17.37137,175.33928,17.88285,100.20045,1,2,1,0,0
1,2,0,0,2005,1,0,0,0,0,0,0,0,0,0,0,-14.62598,243.87782,-56.46555,109.76263,1,1,2,0,0
1,2,0,0,2019,1,0,0,0,0,0,0,0,0,0,0,-14.62598,243.87782,-56.46555,109.76263,1,1,2,0,0
1,1,0,0,2002,1,0,0,0,1,0,0,0,0,0,0,11.46926,191.41044,1.39534,102.45134,1,5,2,0,0
1,2,0,0,2019,1,0,0,0,0,0,0,0,0,0,0,-21.53947,265.15647,-76.94415,126.72896,1,0,0,0,0
1,2,0,0,2019,1,0,0,0,0,0,0,0,0,0,0,-21.53947,265.15647,-76.94415,126.72896,1,0,0,0,0
1,1,0,0,2000,1,0,0,0,0,0,0,0,0,0,0,-0.48127,218.71677,-27.91872,107.04027,1,3,1,0,0
1,2,0,0,2021,1,0,0,1,0,0,0,0,0,0,0,-33.38439,302.97274,-67.13675,285.88544,0,0,0,0,0
1,2,0,0,2021,1,0,0,0,0,0,0,0,0,0,0,-33.38439,302.97274,-67.13675,285.88544,0,0,0,0,0
1,2,0,0,2007,1,0,0,0,0,0,0,0,0,0,0,-62.06908,124.8456,-4.69991,12.96622,1,1,2,0,0
1,2,0,0,2014,1,0,0,0,0,0,0,0,0,0,0,-62.06908,124.8456,-4.69991,12.96622,1,1,2,0,0
1,1,0,0,2018,1,0,0,0,1,0,0,0,0,0,0,-12.614,249.5859,-59.80904,118.98786,1,0,1,0,0
1,1,0,0,2016,1,0,0,0,0,0,0,0,0,0,0,-27.86735,124.44019,26.39309,27.68017,0,0,0,0,0
2,1,0,0,2012,1,0,0,0,0,0,0,0,0,0,0,-28.8999,124.54264,25.43237,27.24383,1,1,0,0,0
1,1,0,0,2014,1,0,0,0,0,0,0,0,0,0,0,-65.53602,319.09478,-45.76931,336.27663,1,0,0,0,0
1,1,0,0,2022,0,0,0,1,0,0,0,0,0,0,0,-23.40952,279.8541,-82.88719,206.67246,0,0,0,0,0
1,1,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,-12.7706,252.31433,-61.94774,122.26205,0,0,0,0,0
1,1,0,0,2011,1,0,0,0,0,0,0,0,0,0,0,-42.52809,125.83275,12.75364,21.8302,1,0,1,0,0
2,1,0,0,2016,1,0,0,0,0,0,0,0,0,0,0,16.44195,201.80435,-4.62089,111.96023,1,0,0,0,0
1,1,0,0,2020,1,0,0,0,0,0,0,0,0,0,0,29.36828,149.84929,43.9444,103.48365,1,0,0,0,0
1,2,0,0,2008,1,0,0,0,0,0,0,0,0,0,0,-1.18976,237.49768,-43.27986,120.46676,1,1,0,0,0
1,2,0,0,2008,1,0,0,0,0,0,0,0,0,0,0,-1.18976,237.49768,-43.27986,120.46676,1,1,0,0,0
1,2,0,0,2022,1,0,0,0,1,0,0,0,0,0,0,-23.51453,287.43448,-78.29782,240.07925,0,0,0,0,0
1,2,0,0,2022,1,0,0,0,0,0,0,0,0,0,1,-23.51453,287.43448,-78.29782,240.07925,0,0,0,0,0
1,1,0,0,2006,1,0,0,0,0,0,0,0,0,0,0,23.40613,192.22932,6.68411,113.21554,1,7,0,0,0
1,1,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,9.35843,223.57898,-25.89398,119.12827,0,0,0,0,0
1,3,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,24.14746,193.28189,6.21662,114.34078,1,0,0,0,0
1,3,0,0,2020,0,0,0,1,0,0,0,0,0,0,0,24.14746,193.28189,6.21662,114.34078,1,0,0,0,0
1,3,0,0,2023,0,0,0,1,0,0,0,0,0,0,0,24.14746,193.28189,6.21662,114.34078,1,0,0,0,0
1,1,0,0,2005,1,0,0,0,0,0,0,0,0,0,0,-24.13856,290.35446,-76.33203,248.82866,1,1,0,0,0
1,1,0,0,2009,1,0,0,0,0,0,0,0,0,0,0,-14.09439,267.19806,-72.14187,149.69858,1,0,0,0,0
1,2,0,0,2021,1,0,0,1,0,0,0,0,0,0,0,17.61294,211.23645,-11.36985,118.11421,0,0,0,0,0
1,2,0,0,2021,1,0,0,1,0,0,0,0,0,0,0,17.61294,211.23645,-11.36985,118.11421,0,0,0,0,0
1,1,0,0,2019,1,0,0,0,0,0,0,0,0,0,0,8.08434,229.78855,-31.35731,122.63602,1,0,0,0,0
1,1,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,-14.13481,267.81121,-72.43997,151.39535,0,0,0,0,0
1,1,0,0,2003,1,0,0,0,0,0,0,0,0,0,0,-77.33534,291.21692,-41.98558,355.69275,1,1,1,0,0
3,2,0,0,2003,1,0,0,0,0,0,0,0,0,0,0,-17.61436,276.27361,-77.80249,179.52531,1,1,0,0,0
3,2,0,0,2013,1,0,0,0,0,0,0,0,0,0,0,-17.61436,276.27361,-77.80249,179.52531,1,1,0,0,0
1,1,0,0,2012,1,0,0,0,0,0,0,0,0,0,0,16.80047,219.06694,-17.74838,122.24259,1,0,0,0,0
1,2,0,0,2005,1,0,0,0,0,0,0,0,0,0,0,15.41735,222.42686,-21.09955,123.35194,1,1,3,0,0
1,2,0,0,2021,1,0,0,0,0,0,0,0,0,0,0,15.41735,222.42686,-21.09955,123.35194,1,1,3,0,0
1,2,0,0,2015,1,0,0,0,0,0,0,0,0,0,0,29.09234,190.11761,11.08996,117.32843,1,0,0,0,0
1,2,0,0,2015,1,0,0,0,0,0,0,0,0,0,0,29.09234,190.11761,11.08996,117.32843,1,0,0,0,0
1,1,0,0,2009,1,0,0,0,0,0,0,0,0,0,0,-70.71162,135.28348,-14.25202,12.38098,1,0,0,0,0
1,1,0,0,2016,1,0,0,0,1,0,0,0,0,0,0,-21.30677,287.05452,-77.16808,230.98139,1,0,0,0,0
1,1,0,0,2023,1,0,0,0,0,0,0,0,0,0,0,-27.10288,127.10756,25.94332,30.4013,0,0,0,0,0
1,2,0,0,2001,1,0,0,0,0,0,0,0,0,0,0,33.91958,155.26292,40.50824,110.90127,2,3,2,0,0
1,2,0,0,2021,1,0,0,0,0,0,0,0,0,0,0,33.91958,155.26292,40.50824,110.90127,2,3,2,0,0
1,1,0,0,2022,1,0,0,0,1,0,0,0,0,0,0,-0.49479,253.3171,-53.37507,138.96805,0,0,0,0,0
1,3,0,0,2006,1,0,0,0,0,0,0,0,0,0,0,12.82251,234.56776,-31.34577,130.4512,1,3,9,0,0
1,3,0,0,2006,1,0,0,0,0,0,0,0,0,0,0,12.82251,234.56776,-31.34577,130.4512,1,3,9,0,0
1,3,0,0,2006,1,0,0,0,0,0,0,0,0,0,0,12.82251,234.56776,-31.34577,130.4512,1,3,9,0,0
1,1,0,0,2007,1,0,0,0,0,0,0,0,0,0,0,21.11179,222.06599,-17.04131,127.59926,0,0,1,0,0
1,1,0,0,2003,1,0,0,0,1,0,0,0,0,0,0,-1.67291,257.61105,-56.68576,144.16726,1,2,0,0,0
1,1,0,0,2011,1,0,0,0,0,0,0,0,0,0,0,-50.82328,299.84187,-62.64869,326.83898,1,0,0,0,0
1,1,0,0,2018,1,0,0,1,0,0,0,0,0,0,0,28.67982,211.79644,-5.05281,127.31887,1,0,1,0,0
1,2,0,0,2002,1,0,0,0,0,0,0,0,0,0,0,21.88046,226.75388,-19.64838,131.36775,1,3,2,0,0
1,2,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,21.88046,226.75388,-19.64838,131.36775,1,3,2,0,0
1,1,0,0,2016,1,0,0,0,0,0,0,0,0,0,0,15.19213,238.38719,-31.97733,135.56181,1,0,0,0,0
1,1,0,0,2023,1,0,0,0,0,0,0,0,0,0,0,6.45039,251.53692,-46.59488,142.60069,0,0,0,0,0
1,2,0,0,2008,1,0,0,0,1,0,0,0,0,0,0,3.79235,255.08557,-50.69219,145.12117,1,1,0,0,0
1,2,0,0,2022,1,0,0,0,1,0,0,0,0,0,0,3.79235,255.08557,-50.69219,145.12117,1,1,0,0,0
1,2,0,0,2002,1,0,0,0,0,0,0,0,0,0,0,-0.18559,260.68043,-56.81278,150.38871,1,2,0,0,0
1,2,0,0,2005,1,0,0,0,0,0,0,0,0,0,0,-0.18559,260.68043,-56.81278,150.38871,1,2,0,0,0
1,1,0,0,2008,1,0,0,0,0,0,0,0,0,0,0,29.69759,213.05304,-5.27812,128.80426,1,1,1,0,0
1,2,0,0,2022,1,0,0,1,0,0,0,0,0,0,0,16.64313,237.89791,-30.5529,136.20023,0,0,0,0,0
1,2,0,0,2022,1,0,0,1,0,0,0,0,0,0,0,16.64313,237.89791,-30.5529,136.20023,0,0,0,0,0
1,2,0,0,2003,1,0,0,0,0,0,0,0,0,0,0,26.70482,221.98588,-13.16865,131.77693,1,4,3,0,0
1,2,0,0,2003,1,0,0,0,1,0,0,0,0,0,0,26.70482,221.98588,-13.16865,131.77693,1,4,3,0,0
2,1,0,0,2011,1,0,0,0,0,0,0,0,0,0,0,-67.24673,137.91736,-11.96139,15.21629,1,0,0,0,0
1,2,0,0,2023,1,0,0,0,0,0,0,0,0,0,0,-17.86379,286.03584,-75.16054,218.5607,0,0,0,0,0
1,2,0,0,2023,1,0,0,0,0,0,0,0,0,0,0,-17.86379,286.03584,-75.16054,218.5607,0,0,0,0,0
2,1,0,0,1999,1,0,0,0,0,0,0,0,0,0,0,1.08882,262.21007,-56.2689,153.86283,1,3,0,0,0
1,1,0,0,2023,1,0,0,0,0,0,0,0,0,0,0,27.66991,223.97369,-13.76177,133.75644,0,0,0,0,0
1,2,0,0,2014,1,0,0,0,0,0,0,0,0,0,0,32.73091,214.28167,-4.16966,131.82721,1,0,1,0,0
1,2,0,0,2018,1,0,0,0,0,0,0,0,0,0,0,32.73091,214.28167,-4.16966,131.82721,1,0,1,0,0
1,1,0,0,2007,1,0,0,0,0,0,0,0,0,0,0,38.93599,190.96998,14.97931,126.64101,1,1,1,0,0
1,1,0,0,2002,1,0,0,0,0,0,0,0,0,0,0,-13.91873,282.48954,-73.13657,200.87054,1,2,0,0,0
1,1,0,0,2017,1,0,0,0,0,0,0,0,0,0,0,-14.09976,282.9518,-73.15926,202.53716,1,0,0,0,0
1,1,0,0,2012,1,0,0,0,0,0,0,0,0,0,0,13.55156,251.36393,-40.38067,147.35637,1,0,0,0,0
1,1,0,0,2024,1,0,0,1,0,0,0,0,0,0,0,42.2578,173.22633,28.71782,124.7562,0,0,0,0,0
1,1,0,0,2021,1,0,0,0,0,0,0,0,0,0,0,19.14777,248.36614,-34.09264,147.62136,0,0,0,0,0
1,3,0,0,2008,1,0,0,0,0,0,0,0,0,0,0,13.94549,124.73557,59.41724,64.96208,1,1,8,0,0
1,3,0,0,2015,1,0,0,0,0,0,0,0,0,0,0,13.94549,124.73557,59.41724,64.96208,1,1,8,0,0
1,3,0,0,2015,1,0,0,0,0,0,0,0,0,0,0,13.94549,124.73557,59.41724,64.96208,1,1,8,0,0
2,1,0,0,2011,1,0,0,0,0,0,0,0,0,0,0,41.32122,204.70286,7.09093,134.09619,1,1,0,0,0
2,1,0,0,2001,1,0,0,1,0,0,0,0,0,0,0,44.31146,167.42908,33.29549,125.96084,4,8,2,0,0
1,2,0,0,2020,1,0,0,1,0,0,0,0,0,0,0,39.62439,216.49965,-1.0467,138.23096,0,0,0,0,0
1,1,0,0,2021,1,0,0,0,1,0,0,0,0,0,0,45.10696,190.98319,17.64315,132.43785,0,0,0,0,0
1,1,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,-6.91046,278.8418,-66.98262,186.26997,0,0,0,0,0
1,1,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,-22.19486,295.67668,-71.09589,250.79206,0,0,0,0,0
1,1,0,0,2005,1,0,0,0,0,0,0,0,0,0,0,42.32614,209.36326,4.83687,136.93389,1,2,0,0,0
1,1,0,0,2007,1,0,0,0,0,0,0,0,0,0,0,46.07492,174.22741,29.00086,129.17943,1,1,0,0,0
1,2,0,0,2020,1,0,0,0,0,0,0,0,0,0,0,32.65294,130.65188,60.68718,104.47723,1,0,0,0,0
1,2,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,32.65294,130.65188,60.68718,104.47723,1,0,0,0,0
1,1,0,0,2011,1,0,0,0,0,0,0,0,0,0,0,47.76871,190.02773,19.33216,134.71933,1,0,1,0,0
1,2,0,0,2003,1,0,0,0,0,0,0,0,0,0,0,28.2507,245.84326,-25.02189,150.42041,1,1,3,0,0
1,2,0,0,2003,1,0,0,0,0,0,0,0,0,0,0,28.2507,245.84326,-25.02189,150.42041,1,1,3,0,0
1,1,0,0,2019,1,0,0,0,0,0,0,0,0,0,0,-83.16196,212.71679,-32.64528,7.30378,1,0,0,0,0
1,2,0,0,2002,1,0,0,0,0,0,0,0,0,0,0,6.67887,269.59585,-52.93158,168.7924,1,5,1,0,0
1,2,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,6.67887,269.59585,-52.93158,168.7924,1,5,1,0,0
2,1,0,0,2010,1,0,0,0,0,0,0,0,0,0,0,-74.38858,279.92015,-45.38658,358.66898,1,0,0,0,0
1,1,0,0,2009,1,0,0,0,0,0,0,0,0,0,0,3.18529,275.54618,-56.99352,178.48745,1,0,0,0,0
1,1,0,0,2011,1,0,0,0,0,0,0,0,0,0,0,8.15958,271.67876,-51.76023,172.48501,1,0,1,0,0
1,1,0,0,2002,1,0,0,0,0,0,0,0,0,0,0,-33.72006,131.85171,18.16718,30.55022,1,5,2,0,0
1,1,0,0,2022,1,0,0,0,0,0,0,0,0,0,0,27.86969,254.68749,-28.70438,158.14331,0,0,0,0,0
2,1,0,0,2006,1,0,0,0,0,0,0,0,0,0,0,37.60951,242.20046,-15.37953,152.53166,2,1,1,0,0
1,2,0,0,2009,1,0,0,0,0,0,0,0,0,0,0,23.62895,259.39432,-34.12265,161.15227,1,1,0,0,0
1,2,0,0,2020,1,0,0,1,0,0,0,0,0,0,0,23.62895,259.39432,-34.12265,161.15227,1,1,0,0,0
1,1,0,0,2009,1,0,0,0,1,0,0,0,0,0,0,29.65549,253.16,-26.54739,157.4957,1,1,0,0,0
2,1,0,0,2009,1,0,0,0,0,0,0,0,0,0,0,-27.7479,131.00143,23.60828,33.29645,1,0,0,0,0
