Number of Stars,Number of Planets,Number of Moons,Circumbinary Flag,Discovery Year,Detected by Radial Velocity Variations,Detected by Pulsar Timing Variations,Detected by Pulsation Timing Variations,Detected by Transits,Detected by Astrometric Variations,Detected by Orbital Brightness Modulations,Detected by Microlensing,Detected by Eclipse Timing Variations,Detected by Imaging,Detected by Disk Kinematics,Controversial Flag,Galactic Latitude [deg],Galactic Longitude [deg],Ecliptic Latitude [deg],Ecliptic Longitude [deg],Number of Photometry Time Series,Number of Radial Velocity Time Series,Number of Stellar Spectra Measurements,Number of Emission Spectroscopy Measurements,Number of Transmission Spectroscopy Measurements
1,3,0,0,2012,0,0,0,1,0,0,0,0,0,0,0,10.83017,75.7459,62.99092,310.35558,0,0,0,0,0
1,3,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,10.83017,75.7459,62.99092,310.35558,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,11.41579,81.47969,66.96798,319.90285,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,18.13436,78.04972,69.62709,300.85308,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,16.14187,79.30359,69.21423,307.3657,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,18.19746,78.70044,70.14891,301.83494,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,18.6639,78.51337,70.30004,300.42914,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,18.27833,78.04531,69.71286,300.52004,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,9.356,72.38946,59.65077,307.45187,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,7.47643,73.35435,58.91639,311.32113,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,7.47435,73.59645,59.07221,311.67562,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,7.96666,73.09948,59.11605,310.32256,0,0,0,0,0
1,5,0,0,2012,0,0,0,1,0,0,0,0,0,0,0,11.39306,75.61681,63.31797,309.303,0,0,0,0,0
1,5,0,0,2012,0,0,0,1,0,0,0,0,0,0,0,11.39306,75.61681,63.31797,309.303,0,0,0,0,0
1,5,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,11.39306,75.61681,63.31797,309.303,0,0,0,0,0
1,5,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,11.39306,75.61681,63.31797,309.303,0,0,0,0,0
1,5,0,0,2019,0,0,0,0,0,0,0,0,0,0,0,11.39306,75.61681,63.31797,309.303,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,10.97902,71.5641,60.2027,304.00095,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,14.84472,69.92349,61.42773,295.79122,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,10.25746,72.30493,60.23072,306.064,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,15.52074,69.44907,61.44577,294.08393,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,11.57965,71.84571,60.81261,303.48291,0,0,0,0,0
1,2,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,8.48096,73.07163,59.47832,309.60554,0,0,0,0,0
1,2,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,8.48096,73.07163,59.47832,309.60554,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,15.33019,69.55449,61.4202,294.53236,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,9.91121,76.09952,62.53338,312.25561,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,15.17564,73.25742,64.19184,299.48317,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,18.29325,71.95093,64.96975,291.86447,0,0,0,0,0
2,3,0,0,2012,0,0,0,1,0,0,0,0,0,0,0,18.77652,73.114,66.16107,292.28566,0,0,0,0,0
2,3,0,0,2012,0,0,0,1,0,0,0,0,0,0,0,18.77652,73.114,66.16107,292.28566,0,0,0,0,0
2,3,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,18.77652,73.114,66.16107,292.28566,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,9.87661,76.17365,62.55468,312.42468,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,9.9075,76.12355,62.546,312.29978,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,10.55971,78.82861,64.73623,316.01412,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,14.07649,77.2932,66.38231,307.66345,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,16.11418,75.89955,66.7587,301.59319,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,18.58969,75.51099,67.95808,295.88206,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,16.05709,76.5148,67.1741,302.67811,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,17.57513,76.15481,67.85909,299.02188,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,17.46217,76.2298,67.84729,299.37515,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,13.54734,77.13885,65.90113,308.32194,0,0,0,0,0
1,5,0,0,2012,0,0,0,1,0,0,0,0,0,0,0,6.68858,75.35385,59.57181,315.29512,0,0,0,0,0
1,5,0,0,2012,0,0,0,1,0,0,0,0,0,0,0,6.68858,75.35385,59.57181,315.29512,0,0,0,0,0
1,5,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,6.68858,75.35385,59.57181,315.29512,0,0,0,0,0
1,5,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,6.68858,75.35385,59.57181,315.29512,0,0,0,0,0
1,5,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,6.68858,75.35385,59.57181,315.29512,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,19.20216,78.73264,70.79157,299.52256,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,14.63931,81.63101,69.63058,314.96235,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,12.00369,82.18878,67.84603,320.52299,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,16.96872,79.58545,69.97944,306.17888,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,15.26491,80.82529,69.59821,312.09663,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,17.55834,79.6461,70.41945,305.00762,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,19.87459,79.20453,71.54865,298.66397,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,13.71305,81.12202,68.60044,315.52566,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,15.05008,80.15038,69.00121,311.14086,0,0,0,0,0
1,4,0,0,2012,0,0,0,1,0,0,0,0,0,0,0,13.63209,77.15239,65.97078,308.1992,0,0,0,0,0
1,4,0,0,2012,0,0,0,1,0,0,0,0,0,0,0,13.63209,77.15239,65.97078,308.1992,0,0,0,0,0
1,4,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,13.63209,77.15239,65.97078,308.1992,0,0,0,0,0
1,4,0,0,2014,0,0,0,1,0,0,0,0,0,0,0,13.63209,77.15239,65.97078,308.1992,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,13.73198,80.84283,68.44446,314.91747,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,13.03779,81.83905,68.4912,318.16343,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,11.18828,82.15889,67.15234,321.6456,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,19.49697,78.96035,71.14003,299.19163,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,10.21625,76.88822,63.26894,313.11627,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,14.92486,77.70822,67.26337,306.83652,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,10.44943,76.60594,63.26647,312.31401,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,17.29145,82.19755,71.98127,310.86414,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,15.55426,73.90076,64.91304,299.69214,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,11.18255,79.49597,65.62991,316.34078,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,13.16131,78.44535,66.4914,311.27122,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,9.96035,80.4453,65.19278,319.88448,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,8.44029,77.54123,62.2815,316.64178,0,0,0,0,0
1,2,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,17.83069,76.46837,68.25153,298.95603,0,0,0,0,0
1,2,0,0,2023,0,0,0,1,0,0,0,0,0,0,0,17.83069,76.46837,68.25153,298.95603,0,0,0,0,0
1,2,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,8.5398,77.80764,62.51934,316.96356,0,0,0,0,0
1,2,0,0,2023,0,0,0,1,0,0,0,0,0,0,0,8.5398,77.80764,62.51934,316.96356,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,13.25619,74.83213,64.09233,305.10329,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,18.21762,81.86131,72.41376,307.99131,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,19.69439,76.15143,69.07437,294.28869,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,16.87545,82.13273,71.63499,311.63267,0,0,0,0,0
1,2,0,0,2013,0,0,0,1,0,0,0,0,0,0,0,10.10838,80.91089,65.57354,320.59311,0,0,0,0,0
1,2,0,0,2013,0,0,0,1,0,0,0,0,0,0,0,10.10838,80.91089,65.57354,320.59311,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,13.22301,83.28194,69.45418,321.06268,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,10.5023,76.54074,63.26457,312.12934,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,10.04186,77.06067,63.24383,313.65808,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,13.02195,84.3018,69.82548,323.77313,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,10.0603,76.37063,62.82039,312.48561,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,8.61818,77.31523,62.28755,316.02772,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,17.83172,73.16696,65.69,294.29731,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,14.84816,77.97859,67.39686,307.45625,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,17.77788,76.80766,68.47632,299.60519,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,13.19003,83.79582,69.70329,322.30977,0,0,0,0,0
1,3,0,0,2020,1,0,0,0,0,0,0,0,0,0,0,11.52808,72.93478,61.55856,305.06572,0,0,0,0,0
1,2,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,18.95671,73.05327,66.20717,291.82752,0,0,0,0,0
1,2,0,0,2023,0,0,0,1,0,0,0,0,0,0,0,18.95671,73.05327,66.20717,291.82752,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,15.4529,77.87146,67.74204,306.12688,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,10.408,76.55358,63.20147,312.28744,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,18.3846,80.72494,71.73527,305.21164,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,14.60315,81.95569,69.80059,315.73155,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,16.84644,80.72461,70.67982,308.68681,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,16.02543,74.15272,65.39508,299.16838,0,0,0,0,0
1,2,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,11.88425,71.79245,60.97828,302.94657,0,0,0,0,0
1,2,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,11.88425,71.79245,60.97828,302.94657,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,12.81989,82.64032,68.76843,320.2545,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,15.59852,82.43803,70.86628,314.9344,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,14.65155,74.94922,65.11286,302.86825,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,11.43428,72.62475,61.27345,304.77536,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,18.24539,73.57004,66.23816,293.97214,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,17.02092,74.09094,65.94767,297.1531,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,15.7215,78.05534,68.05505,305.92905,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,17.11103,82.50044,72.0464,311.95196,0,0,0,0,0
1,2,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,18.65971,73.23628,66.19696,292.67925,0,0,0,0,0
1,2,0,0,2023,0,0,0,1,0,0,0,0,0,0,0,18.65971,73.23628,66.19696,292.67925,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,16.47821,83.10163,71.95032,314.7026,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,17.05235,77.40578,68.46858,302.12088,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,7.28696,75.22066,59.95917,314.35207,0,0,0,0,0
1,3,0,0,2010,1,0,0,1,0,0,0,0,0,0,0,14.48974,68.98012,60.48056,295.27536,0,0,0,0,0
1,3,0,0,2010,1,0,0,1,0,0,0,0,0,0,0,14.48974,68.98012,60.48056,295.27536,0,0,0,0,0
1,3,0,0,2010,1,0,0,1,0,0,0,0,0,0,0,14.48974,68.98012,60.48056,295.27536,0,0,0,0,0
1,8,0,0,2017,0,0,0,1,0,0,0,0,0,0,0,19.25567,79.26947,71.22769,300.32939,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,11.16647,80.36296,66.12859,318.02743,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,11.62048,73.13666,61.76554,305.21578,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,15.1024,78.35018,67.831,307.64227,0,0,0,0,0
1,2,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,13.15584,72.14102,62.07186,301.40957,0,0,0,0,0
1,2,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,13.15584,72.14102,62.07186,301.40957,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,13.00518,71.90119,61.79636,301.3309,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,14.80518,78.21427,67.52845,307.95428,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,11.11254,72.52469,60.9808,305.11882,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,15.81674,72.0342,63.64457,296.69623,0,0,0,0,0
3,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,8.09496,73.25789,59.31631,310.38317,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,14.60416,76.78743,66.39812,305.86583,0,0,0,0,0
1,1,0,0,2013,1,0,0,1,0,1,0,0,0,0,0,16.62216,74.48612,66.0127,298.49006,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,9.22798,76.51187,62.27162,313.87624,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,6.59625,75.7052,59.71201,315.95333,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,7.41391,76.40024,60.78057,316.05664,0,0,0,0,0
1,2,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,7.85166,76.37255,61.11034,315.46114,0,0,0,0,0
1,2,0,0,2021,0,0,0,1,0,0,0,0,0,0,0,7.85166,76.37255,61.11034,315.46114,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,13.82764,76.61586,65.73982,306.96092,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,14.06204,77.45493,66.48299,307.96653,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,13.91322,77.79338,66.6071,308.81704,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,9.92543,82.16423,66.09016,323.36754,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,10.57656,82.16182,66.64035,322.49887,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,10.73672,82.33495,66.86682,322.6447,0,0,0,0,0
1,3,0,0,2013,0,0,0,1,0,0,0,0,0,0,0,13.31439,73.08205,62.86869,302.44188,0,0,0,0,0
1,3,0,0,2013,0,0,0,1,0,0,0,0,0,0,0,13.31439,73.08205,62.86869,302.44188,0,0,0,0,0
1,3,0,0,2015,0,0,0,1,0,0,0,0,0,0,0,13.31439,73.08205,62.86869,302.44188,0,0,0,0,0
1,2,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,19.29073,79.09161,71.11545,299.93141,0,0,0,0,0
1,2,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,19.29073,79.09161,71.11545,299.93141,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,19.10488,79.19783,71.08205,300.57518,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,19.1495,79.56585,71.38369,301.13038,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,9.1964,73.43862,60.24981,309.16842,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,11.73741,72.52276,61.40753,304.17141,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,12.16325,72.41955,61.62069,303.37,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,12.54618,72.47195,61.91454,302.8398,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,13.04075,73.0188,62.64168,302.80561,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,12.73917,73.33267,62.66805,303.73912,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,7.10317,76.41534,60.54222,316.46468,0,0,0,0,0
1,2,0,0,2014,1,0,0,1,0,0,0,0,0,0,0,10.45836,71.20378,59.58863,304.27443,0,2,0,0,3
1,2,0,0,2014,1,0,0,0,0,0,0,0,0,0,0,10.45836,71.20378,59.58863,304.27443,0,2,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,7.52807,76.90346,61.17284,316.73437,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,8.54287,76.92475,61.99151,315.47337,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,8.90386,77.30447,62.50698,315.63225,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,13.81149,75.08255,64.64859,304.54547,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,13.42851,75.50887,64.68906,305.86083,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,11.69055,79.64512,66.12062,315.85981,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,12.6274,79.29455,66.63216,313.72243,0,0,0,0,0
1,2,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,12.25527,79.46009,66.4485,314.63118,0,0,0,0,0
1,2,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,12.25527,79.46009,66.4485,314.63118,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,11.99897,79.90214,66.51854,315.87818,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,12.58043,79.65084,66.81812,314.47541,0,0,0,0,0
1,2,0,0,2014,1,0,0,1,0,0,0,0,0,0,0,20.71013,76.71253,70.05893,292.61499,0,0,0,0,3
1,2,0,0,2014,1,0,0,0,0,0,0,0,0,0,0,20.71013,76.71253,70.05893,292.61499,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,12.46341,79.99619,66.93955,315.32998,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,12.38563,79.9693,66.8624,315.4015,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,10.59114,77.39112,63.87401,313.43052,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,16.61311,71.58697,63.75684,294.66981,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,10.65054,75.3306,62.58293,309.96261,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,12.06911,74.28654,62.88723,306.20169,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,6.80177,79.43033,62.00594,321.93539,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,10.08954,75.4807,62.2661,311.01236,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,10.45904,74.45145,61.85342,308.88666,0,0,0,0,0
1,2,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,9.44424,80.69553,64.90362,321.05062,0,0,0,0,0
1,2,0,0,2023,0,0,0,1,0,0,0,0,0,0,0,9.44424,80.69553,64.90362,321.05062,0,0,0,0,0
1,1,0,0,2014,1,0,0,1,0,0,0,0,0,0,0,17.51848,74.43259,66.50351,296.62277,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,13.90881,72.31699,62.68702,300.40284,0,0,0,0,0
2,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,12.821,69.42083,59.81292,298.47026,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,16.02646,72.35059,64.01394,296.71718,0,0,0,0,0
1,2,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,14.64718,75.9239,65.81435,304.38603,0,0,0,0,0
1,2,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,14.64718,75.9239,65.81435,304.38603,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,11.79563,81.10942,67.06796,318.58227,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,13.19907,71.67536,61.7536,300.71755,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,14.26979,81.13457,69.03961,314.57793,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,15.59047,80.24006,69.45536,310.2797,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,16.32186,76.80898,67.56086,302.63098,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,10.89592,73.41447,61.45508,306.70725,0,0,0,0,0
1,1,0,0,2014,1,0,0,1,0,0,0,0,0,0,0,7.48242,74.92809,59.92836,313.65242,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,20.30579,76.01081,69.28729,292.63379,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,18.89889,73.02863,66.15699,291.92301,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,11.3363,79.39397,65.68999,315.92026,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,9.88428,78.80407,64.18505,316.92142,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,8.674,74.29744,60.43243,311.14786,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,7.22017,76.66856,60.78675,316.73093,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,11.99998,83.5226,68.55601,323.47119,0,0,0,0,0
1,2,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,13.78488,69.30269,60.31303,296.80304,0,0,0,0,0
1,2,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,13.78488,69.30269,60.31303,296.80304,0,0,0,0,0
1,3,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,18.81793,80.34362,71.74536,303.41101,0,0,0,0,0
1,3,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,18.81793,80.34362,71.74536,303.41101,0,0,0,0,0
1,2,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,16.33314,78.90961,69.0724,306.24375,0,0,0,0,0
1,2,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,16.33314,78.90961,69.0724,306.24375,0,0,0,0,0
1,2,0,0,2014,1,0,0,1,0,0,0,0,0,0,0,17.25653,79.35114,70.00841,305.11247,0,0,0,0,0
1,2,0,0,2014,1,0,0,0,0,0,0,0,0,0,0,17.25653,79.35114,70.00841,305.11247,0,0,0,0,0
2,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,12.58685,72.46181,61.93417,302.76124,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,16.60734,71.19357,63.44275,294.20075,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,9.6939,77.04273,62.9638,314.11631,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,16.02462,81.29598,70.46552,311.58615,0,0,0,0,0
1,1,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,15.59932,70.54028,62.35155,295.22891,0,0,0,0,0
1,2,0,0,2016,0,0,0,1,0,0,0,0,0,0,0,10.98955,70.73595,59.61007,302.88691,0,0,0,0,0
