Number of Stars,Number of Planets,Number of Moons,Galactic Latitude [deg],Galactic Longitude [deg],Ecliptic Latitude [deg],Ecliptic Longitude [deg],Number of Photometry Time Series,Number of Radial Velocity Time Series,Number of Stellar Spectra Measurements,Number of Emission Spectroscopy Measurements,Number of Transmission Spectroscopy Measurements,Circumbinary Flag,Controversial Flag,Discovery Year,Detected by Transits
-0.25666826032822543,-0.6668937098287596,0.0,-0.6246948055932907,0.34247609707774146,-0.4571021621971458,-1.7141153801444198,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2021,0
3.0940760063501918,-0.6668937098287596,0.0,-2.2313211159928574,1.5774034682548335,-1.8154905725976271,1.0640028152512813,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,1,0,2013,0
-0.25666826032822543,-0.6668937098287596,0.0,-2.9209128544452208,0.5635252226190512,-1.2672028486829672,-2.3622248794692173,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2013,0
-0.25666826032822543,-0.6668937098287596,0.0,-2.4376982656218793,1.1201944657178242,-1.6922856022310546,-2.311926119387562,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2015,0
-0.25666826032822543,-0.6668937098287596,0.0,-0.6801578999697329,0.37852216109002473,-0.5467125733494387,-1.7093172576131876,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2010,0
-0.25666826032822543,-0.6668937098287596,0.0,0.5716840515144315,1.5238967099767504,-1.3660386578019177,-0.3948757488569386,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2004,0
3.0940760063501918,1.1008690234735041,0.0,0.21037278453638864,-0.5736030407898632,0.937576501990991,0.7885547391226873,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,1,0,2015,0
-0.25666826032822543,-0.6668937098287596,0.0,-0.4805303857335929,-0.36138646565433763,0.5975673634698403,-2.3803794508289697,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2016,0
9.795564539707026,-0.6668937098287596,0.0,-1.2517676473044594,0.1340366970803639,-0.3626204793736698,-1.9922484779005913,0.6134054950471767,0.7296257993554702,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2009,0
-0.25666826032822543,-0.6668937098287596,0.0,1.0175858288029371,0.13288438325641605,0.4415273197148517,-1.2897563792428395,0.6134054950471767,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2006,0
3.0940760063501918,-0.6668937098287596,0.0,0.7240012889475355,-0.4134338608108635,1.4281460466168314,1.0722413147506513,0.6134054950471767,0.7296257993554702,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2008,0
-0.25666826032822543,1.1008690234735041,0.0,1.9288118714347429,0.3714162746733412,0.14507476189388363,-0.9165126386356862,0.6134054950471767,8.744768354767132,2.298448713021865,-0.012465959866779428,-0.04436356152310447,0,0,1996,0
-0.25666826032822543,1.1008690234735041,0.0,1.9288118714347429,0.3714162746733412,0.14507476189388363,-0.9165126386356862,0.6134054950471767,8.744768354767132,2.298448713021865,-0.012465959866779428,-0.04436356152310447,0,0,2001,0
-0.25666826032822543,1.1008690234735041,0.0,1.9288118714347429,0.3714162746733412,0.14507476189388363,-0.9165126386356862,0.6134054950471767,8.744768354767132,2.298448713021865,-0.012465959866779428,-0.04436356152310447,0,0,2009,0
-0.25666826032822543,-0.6668937098287596,0.0,-1.3321555920792238,-0.46573556779021863,0.010761225364495539,1.1959378029857768,0.6134054950471767,4.7371970770613006,3.1517983476921114,-0.012465959866779428,-0.04436356152310447,0,0,1995,0
3.0940760063501918,2.868631756775768,0.0,1.0754314407552652,0.5766256996644108,-0.32807599131939563,-1.136196591306815,0.6134054950471767,8.744768354767132,9.125245790383838,-0.012465959866779428,-0.04436356152310447,0,0,1996,0
3.0940760063501918,2.868631756775768,0.0,1.0754314407552652,0.5766256996644108,-0.32807599131939563,-1.136196591306815,0.6134054950471767,8.744768354767132,9.125245790383838,-0.012465959866779428,-0.04436356152310447,0,0,2004,0
3.0940760063501918,2.868631756775768,0.0,1.0754314407552652,0.5766256996644108,-0.32807599131939563,-1.136196591306815,0.6134054950471767,8.744768354767132,9.125245790383838,-0.012465959866779428,-0.04436356152310447,0,0,2002,0
3.0940760063501918,2.868631756775768,0.0,1.0754314407552652,0.5766256996644108,-0.32807599131939563,-1.136196591306815,0.6134054950471767,8.744768354767132,9.125245790383838,-0.012465959866779428,-0.04436356152310447,0,0,2007,0
-0.25666826032822543,-0.6668937098287596,0.0,0.49343329182343576,0.18771221527774373,0.23178097423644084,-1.4737497406037614,0.6134054950471767,0.7296257993554702,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2008,0
-0.25666826032822543,1.1008690234735041,0.0,1.287923951529257,1.7002904764098952,-0.7777627020040758,-0.340718170888724,0.6134054950471767,5.739089896487759,7.418546521043345,-0.012465959866779428,-0.04436356152310447,0,0,2009,0
-0.25666826032822543,1.1008690234735041,0.0,1.287923951529257,1.7002904764098952,-0.7777627020040758,-0.340718170888724,0.6134054950471767,5.739089896487759,7.418546521043345,-0.012465959866779428,-0.04436356152310447,0,0,2009,0
-0.25666826032822543,1.1008690234735041,0.0,1.287923951529257,1.7002904764098952,-0.7777627020040758,-0.340718170888724,0.6134054950471767,5.739089896487759,7.418546521043345,-0.012465959866779428,-0.04436356152310447,0,0,2009,0
-0.25666826032822543,0.21698765682237228,0.0,-0.5698453748759925,0.8881039685353518,-1.5326426875760717,-1.4037143627969866,0.6134054950471767,0.7296257993554702,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2011,0
-0.25666826032822543,0.21698765682237228,0.0,-0.5698453748759925,0.8881039685353518,-1.5326426875760717,-1.4037143627969866,0.6134054950471767,0.7296257993554702,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2019,0
-0.25666826032822543,-0.6668937098287596,0.0,2.2855545687120182,1.9523142741294377,-0.07721818883364051,-0.4440031831794997,0.6134054950471767,4.7371970770613006,1.4450990783516187,-0.012465959866779428,-0.04436356152310447,0,0,1996,0
3.0940760063501918,0.21698765682237228,0.0,-1.987514804731112,0.31439270812333964,-0.9118224669299997,-2.087395045937435,0.6134054950471767,0.7296257993554702,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2012,0
3.0940760063501918,0.21698765682237228,0.0,-1.987514804731112,0.31439270812333964,-0.9118224669299997,-2.087395045937435,0.6134054950471767,0.7296257993554702,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2023,0
-0.25666826032822543,-0.6668937098287596,0.0,1.1407324345513765,-0.24373833964674865,1.1117788193697713,-1.1060527869312056,0.6134054950471767,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2015,0
-0.25666826032822543,-0.6668937098287596,0.0,-2.014381039619901,0.35875849943016486,-0.9731437457418795,-2.0815398582668996,0.6134054950471767,0.7296257993554702,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2008,0
6.444820273028609,-0.6668937098287596,0.0,-2.2092947127473392,-0.6902563817639126,-0.6565577262204813,1.1138049019180822,0.6134054950471767,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2013,0
-0.25666826032822543,-0.6668937098287596,0.0,-0.44301878174579534,0.3393451513296317,-0.3848028609932413,-1.6677938160689265,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2022,0
-0.25666826032822543,-0.6668937098287596,0.0,-1.0729711221652556,1.2617070803593873,-2.4217420169741883,-1.3509992479505037,0.6134054950471767,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2005,0
-0.25666826032822543,1.1008690234735041,0.0,-1.4011847754405033,-1.2217438713030897,-0.8582574542614791,0.6917674503481519,0.6134054950471767,-0.2722670200709873,0.5917494436813721,-0.012465959866779428,-0.04436356152310447,0,0,2023,0
-0.25666826032822543,-0.6668937098287596,0.0,1.8691648275382642,1.2849677249071279,-0.529293096067679,-0.6324047398394324,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2017,0
-0.25666826032822543,-0.6668937098287596,0.0,-0.9300569672145724,-0.7161933554947593,0.10290089349798225,0.9045349297721336,0.6134054950471767,0.7296257993554702,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2009,0
-0.25666826032822543,-0.6668937098287596,0.0,2.158345349974197,1.086488285331947,-0.2907194395510579,-0.6918749219404216,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2016,0
-0.25666826032822543,-0.6668937098287596,0.0,1.3109067525794107,-1.0708435955026854,0.24238519791525462,-0.042875630906193694,0.6134054950471767,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2013,0
-0.25666826032822543,0.21698765682237228,0.0,1.6158154812477823,0.7646197573093988,-0.3687699826078878,-0.9184702009839322,-0.33469195118808487,0.7296257993554702,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2009,0
-0.25666826032822543,0.21698765682237228,0.0,1.6158154812477823,0.7646197573093988,-0.3687699826078878,-0.9184702009839322,-0.33469195118808487,0.7296257993554702,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2009,0
-0.25666826032822543,-0.6668937098287596,0.0,-1.5151892553546413,0.011933719383701007,-0.3458651520991748,-2.1254792428260068,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2012,0
-0.25666826032822543,-0.6668937098287596,0.0,-0.666537625082165,-0.005080464262293093,0.13393784647086115,-1.9639599160028933,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2021,0
-0.25666826032822543,-0.6668937098287596,0.0,-0.489488345984381,0.02984766294663991,0.16722810838404967,-1.8892200887856152,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2011,0
-0.25666826032822543,-0.6668937098287596,0.0,-0.5089899521057389,0.03278299172811096,0.15301438373632256,-1.8917988789180367,0.6134054950471767,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2018,0
-0.25666826032822543,-0.6668937098287596,0.0,-0.437065313451315,0.057285213158964524,0.14547027979838204,-1.8523840090276364,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2015,0
-0.25666826032822543,-0.6668937098287596,0.0,-0.3654215771760766,-0.08516739813956074,0.41109050229070593,-1.9677116788943336,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2021,0
-0.25666826032822543,-0.6668937098287596,0.0,1.7199933643231886,-0.12702571784456673,0.7227382635825293,-0.8834873049539584,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2021,0
-0.25666826032822543,-0.6668937098287596,0.0,-1.951399401917965,-0.5881027211707343,-0.4454192948920758,1.140069609720557,0.6134054950471767,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2021,0
-0.25666826032822543,0.21698765682237228,0.0,-0.700159146654305,0.7217778836997416,-1.2377454524743536,-1.5451424522236492,0.6134054950471767,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,1,2013,0
-0.25666826032822543,0.21698765682237228,0.0,-0.700159146654305,0.7217778836997416,-1.2377454524743536,-1.5451424522236492,0.6134054950471767,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2013,0
-0.25666826032822543,0.21698765682237228,0.0,0.9776385186230766,1.0815369200840164,-1.0287912859202704,-0.846846085874595,0.6134054950471767,0.7296257993554702,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2009,0
-0.25666826032822543,0.21698765682237228,0.0,0.9776385186230766,1.0815369200840164,-1.0287912859202704,-0.846846085874595,0.6134054950471767,0.7296257993554702,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2009,0
-0.25666826032822543,-0.6668937098287596,0.0,1.259640240019347,1.2259745113360754,-0.930119856785906,-0.6996634816478063,-0.33469195118808487,1.731518618781928,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2000,0
-0.25666826032822543,0.21698765682237228,0.0,-0.22290999356408434,-1.1446902211835979,-0.3007793117092875,0.41445085280475236,0.6134054950471767,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2014,0
-0.25666826032822543,0.21698765682237228,0.0,-0.22290999356408434,-1.1446902211835979,-0.3007793117092875,0.41445085280475236,0.6134054950471767,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2020,0
-0.25666826032822543,-0.6668937098287596,0.0,-0.06032369649142512,0.9059935942626973,-1.3634355555703463,-1.2245802688395089,-0.33469195118808487,1.731518618781928,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2007,0
-0.25666826032822543,-0.6668937098287596,0.0,-2.7666110167710056,-0.4094185857402819,-0.969495378851715,1.2537480150374511,0.6134054950471767,0.7296257993554702,0.5917494436813721,-0.012465959866779428,-0.04436356152310447,0,0,2008,0
-0.25666826032822543,0.21698765682237228,0.0,-2.5198813261926234,0.604988987883109,-1.3050630570661081,-2.2174297045710754,0.6134054950471767,-0.2722670200709873,0.5917494436813721,-0.012465959866779428,-0.04436356152310447,0,0,2023,0
-0.25666826032822543,0.21698765682237228,0.0,-2.5198813261926234,0.604988987883109,-1.3050630570661081,-2.2174297045710754,0.6134054950471767,-0.2722670200709873,0.5917494436813721,-0.012465959866779428,-0.04436356152310447,0,0,2023,0
-0.25666826032822543,-0.6668937098287596,0.0,-1.6127355152793084,0.36793794522561424,-0.8553880061578033,-1.9646350830346093,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2020,0
-0.25666826032822543,-0.6668937098287596,0.0,1.6724214660143313,-1.2516164279204058,0.028656238623917862,-0.19851300630999152,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2011,0
-0.25666826032822543,-0.6668937098287596,0.0,0.3862336304914641,2.108060733214183,-0.6155164564944555,0.11224427770869792,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2021,0
-0.25666826032822543,-0.6668937098287596,0.0,-0.7070001999812419,1.5579562314436546,-2.081584044836952,0.006249641728965883,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2006,0
-0.25666826032822543,-0.6668937098287596,0.0,-0.7307442631004312,0.3683037870414046,-0.5452041183587565,-1.7281266143805853,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2024,0
-0.25666826032822543,-0.6668937098287596,0.0,-0.9463928533868357,1.4762940096623034,-2.3243684809865504,0.041559467244033664,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2021,0
-0.25666826032822543,-0.6668937098287596,0.0,-0.6733411139489268,1.5518620255848383,-2.0768673223585092,-0.023365990358225334,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2007,0
-0.25666826032822543,0.21698765682237228,0.0,-0.3262624558021914,0.7093089867458704,-1.090610277147233,-1.438172689350878,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2018,0
-0.25666826032822543,1.1008690234735041,0.0,-0.2501339218966646,0.7349861795824295,-1.114818487756261,-1.4009579025476657,-0.33469195118808487,1.731518618781928,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2009,0
-0.25666826032822543,1.1008690234735041,0.0,-0.2501339218966646,0.7349861795824295,-1.114818487756261,-1.4009579025476657,-0.33469195118808487,1.731518618781928,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2022,0
3.0940760063501918,-0.6668937098287596,0.0,2.1585311777019656,-0.32682242234536896,0.5617919688272314,-0.639864928936789,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,1,0,2018,0
-0.25666826032822543,-0.6668937098287596,0.0,-0.40465217075294996,1.2487464552841858,-2.048422726333091,-0.8646182444392831,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2013,0
-0.25666826032822543,-0.6668937098287596,0.0,-0.6743247709193532,0.3334895337132008,-0.4581485699710701,-1.7320320629525183,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2004,0
-0.25666826032822543,1.984750390124636,0.0,-0.811090321839956,0.7579192658145906,-1.3429879657769794,-1.5639101193054477,0.6134054950471767,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2019,0
-0.25666826032822543,1.984750390124636,0.0,-0.811090321839956,0.7579192658145906,-1.3429879657769794,-1.5639101193054477,0.6134054950471767,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2019,0
-0.25666826032822543,1.984750390124636,0.0,-0.811090321839956,0.7579192658145906,-1.3429879657769794,-1.5639101193054477,0.6134054950471767,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2019,0
-0.25666826032822543,1.984750390124636,0.0,-0.811090321839956,0.7579192658145906,-1.3429879657769794,-1.5639101193054477,0.6134054950471767,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2019,0
-0.25666826032822543,-0.6668937098287596,0.0,-2.688688031927202,1.066178790808112,-1.5269883819032086,-2.3526708387798285,0.6134054950471767,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2019,0
3.0940760063501918,-0.6668937098287596,0.0,-1.1465648860810893,1.4205658317520888,-2.4859832695873703,0.2800381595582264,0.6134054950471767,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2019,0
-0.25666826032822543,-0.6668937098287596,0.0,0.30722526544879486,-0.5302111348506464,1.050680905293553,0.8346085627728884,0.6134054950471767,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2023,0
3.0940760063501918,-0.6668937098287596,0.0,2.0314871761031443,0.90966382952143,-0.28418150572739326,-0.7723402355841491,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,1,0,2009,0
3.0940760063501918,-0.6668937098287596,0.0,-1.7279473767806681,1.7027289986465386,-1.8839188280449035,0.7548546501592251,0.6134054950471767,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2019,1
-0.25666826032822543,-0.6668937098287596,0.0,1.525841285693637,1.2426806690645564,-0.7553414092803421,-0.6717427154208385,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2020,1
-0.25666826032822543,-0.6668937098287596,0.0,1.7153566467079442,1.3727972037160647,-0.638820691499792,-0.5869939667224121,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2019,1
-0.25666826032822543,-0.6668937098287596,0.0,1.8568569817548681,1.4437770593327204,-0.5348118282622952,-0.5523789693006643,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2021,1
-0.25666826032822543,-0.6668937098287596,0.0,1.6447943014853579,1.1762567452969706,-0.6548725455996388,-0.7047715489774068,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2019,1
-0.25666826032822543,-0.6668937098287596,0.0,1.9285170070438107,1.410697282952844,-0.4899498098542021,-0.5710218761381508,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2021,1
-0.25666826032822543,0.21698765682237228,0.0,1.9528265316387337,1.4395952705686195,-0.47003171108211733,-0.5584260324624516,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2019,1
-0.25666826032822543,1.1008690234735041,0.0,1.875936735664171,1.2223325980545396,-0.5139396854350246,-0.6630319386930018,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2019,1
-0.25666826032822543,-0.6668937098287596,0.0,1.8550166556351382,1.2024949086060064,-0.523163254417153,-0.6741959218089861,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2020,1
-0.25666826032822543,0.21698765682237228,0.0,1.7943370877271203,1.1184154549019045,-0.5342546738500049,-0.7217463537034499,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2019,1
-0.25666826032822543,-0.6668937098287596,0.0,1.920570627786942,1.2046961122061388,-0.4798497000363242,-0.6684536565708016,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2019,1
-0.25666826032822543,0.21698765682237228,0.0,-1.8968149169949993,-0.9457733535537123,-0.6772078760504874,0.9377543006325139,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2019,1
-0.25666826032822543,1.1008690234735041,0.0,-1.8128344136263186,-0.9259196475387647,-0.6154574717433801,0.9287578723552014,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2019,1
-0.25666826032822543,1.1008690234735041,0.0,-1.8128344136263186,-0.9259196475387647,-0.6154574717433801,0.9287578723552014,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2021,1
-0.25666826032822543,1.1008690234735041,0.0,-1.8128344136263186,-0.9259196475387647,-0.6154574717433801,0.9287578723552014,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2021,1
-0.25666826032822543,-0.6668937098287596,0.0,-2.0956928041718923,-0.8501464437745384,-0.6913246645181526,1.0224658888951348,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2019,1
-0.25666826032822543,0.21698765682237228,0.0,-1.985323766173464,-0.8758996176395769,-0.6542431462984342,0.9889042508628598,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2019,1
-0.25666826032822543,0.21698765682237228,0.0,-1.985323766173464,-0.8758996176395769,-0.6542431462984342,0.9889042508628598,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2021,1
-0.25666826032822543,-0.6668937098287596,0.0,-1.8493334393336431,-0.8377213970543274,-0.5472063991723961,0.9815732483221131,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2019,1
-0.25666826032822543,0.21698765682237228,0.0,-1.8912104989941818,-0.7967463323898997,-0.5352526135338981,1.0112472459691433,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2019,1
-0.25666826032822543,0.21698765682237228,0.0,-1.8912104989941818,-0.7967463323898997,-0.5352526135338981,1.0112472459691433,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2022,1
-0.25666826032822543,-0.6668937098287596,0.0,0.8873019756212244,0.6888171572860822,-0.5789495687967176,-1.1317754258833956,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2016,1
-0.25666826032822543,0.21698765682237228,0.0,1.2566284346283147,1.797634381641127,-0.701839039331956,-0.2735098684530502,-0.33469195118808487,-0.2722670200709873,-0.26160019098887455,-0.012465959866779428,-0.04436356152310447,0,0,2019,1
